CodeBib;CodeCat;LabelBib;Latitude;Longitude;Texte;Source fichier
sudoc_108;univ;Enssib;Vincent;;École nationale supérieure des sciences de l\'information et des bibliothèques;Liste établissements Sudoc (décembre 2024)
sudoc_414;univ;Esadmm;Vincent;;École supérieure d\'art et de design Marseille-Méditerranée;Liste établissements Sudoc (décembre 2024)
sudoc_423;univ;Bibliothèque des Archives Nationales;Vincent;;;Liste établissements Sudoc (décembre 2024)
sudoc_100;univ;Bibliothèque de l\'Observatoire;48.8369995;2.336659;;Liste établissements Sudoc (décembre 2024)
sudoc_130;univ;BULAC;48.825956;2.369199;Bibliothèque universitaire des langues et civilisations;Liste établissements Sudoc (décembre 2024)
sudoc_145;univ;École militaire;48.8546647;2.3060728;;Liste établissements Sudoc (décembre 2024)
sudoc_195;univ;Colegio de Espana;48.8186613;2.341238;;Liste établissements Sudoc (décembre 2024)
sudoc_081;univ;Université Paris Dauphine;48.8701102;2.2734842;;Liste établissements Sudoc (décembre 2024)
sudoc_124;univ;École des Chartes;48.8673312;2.3374554;;Liste établissements Sudoc (décembre 2024)
sudoc_426;univ;INSEP Paris;48.8321509;2.452534;Institut national du sport, de l\'expertise et de la performance;Liste établissements Sudoc (décembre 2024)
sudoc_416;univ;Fondation Custodia;48.8613515;2.3198335;;Liste établissements Sudoc (décembre 2024)
sudoc_180;univ;Mines ParisTech;48.8453543;2.3390458;;Liste établissements Sudoc (décembre 2024)
sudoc_073;univ;Université Paris-Panthéon-Assas;48.8469271;2.3450329;;Liste établissements Sudoc (décembre 2024)
sudoc_428;univ;Réseau ArchiRès;48.87512290881023; 2.3742346252433677;Réseau des bibliothèques d\’écoles nationales supérieures d\’architecture et de paysage;Liste établissements Sudoc (décembre 2024)
sudoc_168;univ;Service de Santé des armées;48.83980530088521; 2.3413369685486236;;Liste établissements Sudoc (décembre 2024)
sudoc_080;univ;Université Paris 8;48.9463694;2.3651351;;Liste établissements Sudoc (décembre 2024)
sudoc_052;univ;Université de la Polynésie française;-17.576127987833903; -149.61045374685193;;Liste établissements Sudoc (décembre 2024)
sudoc_058;univ;Université de Rennes (Rennes 1);48.11652646629167; -1.6761701201920014;;Liste établissements Sudoc (décembre 2024)
sudoc_059;univ;Université Rennes 2;48.12115866461787; -1.7013136219419542;;Liste établissements Sudoc (décembre 2024)
sudoc_140;univ;INSA Rouen;49.3849168;1.0720751;Institut national des sciences appliquées;Liste établissements Sudoc (décembre 2024)
sudoc_061;univ;Université Jean-Monnet-Saint-Étienne;45.42746766796631; 4.39251492909063;;Liste établissements Sudoc (décembre 2024)
sudoc_161;univ;Télécom SudParis;48.624942121359005; 2.4433573607101047;;Liste établissements Sudoc (décembre 2024)
sudoc_184;univ;Institut Catholique de Toulouse;43.5953031796124; 1.442205231572125;;Liste établissements Sudoc (décembre 2024)
sudoc_425;univ;École de l\'aménagement durable des territoires;45.778615372931256; 4.922361619376326;;Liste établissements Sudoc (décembre 2024)
sudoc_419;univ;Centre de documentation André-Georges Haudricourt;48.796758;2.358473;;Liste établissements Sudoc (décembre 2024)
sudoc_434;univ;Service Historique de la Défense;48.84158725227036; 2.434810439713212;;Liste établissements Sudoc (décembre 2024)
